          Time-Start   CPU    C-State      Sleep[ns]    Delta[ns]   Miss  Below
      3970.198545580     3        C10        1141669     -3858331      1      0
      3970.321273995     3        C1E          35695        15695      0      -
      3970.504880441     3         C8        1978930      1178930      0      -
      3970.506903943     3         C8        3518363      2718363      0      -
      3970.510453074     3         C8        2975117      2175117      0      -
      3970.513452358     3         C8        3275639      2475639      0      -
      3970.516748550     3         C8        3313809      2513809      0      -
      3970.520072964     3         C8        3677547      2877547      0      -
      3970.523805280     3         C8        3275588      2475588      0      -
      3970.527129077     3        C10        7314111      2314111      0      -
      3970.534925172     3         C8        2164284      1364284      0      -
      3970.537124534     3         C8        3296630      2496630      0      -
      3970.540456440     3         C8        3297237      2497237      0      -
      3970.543786481     3         C8        3301136      2501136      0      -
      3970.547132213     3         C8        2129497      1329497      0      -
      3970.678150725     3         C8        2271720      1471720      0      -
      3970.680474980     3         C8        3276203      2476203      0      -
      3970.683782405     3         C8        3308437      2508437      0      -
      3970.687121106     3         C8        3301958      2501958      0      -
      3970.690467061     3         C8        3062422      2262422      0      -
      3970.693559128     3         C8        3528431      2728431      0      -
      3970.697118695     3         C8        3302753      2502753      0      -
      3970.700464391     3        C10       13436741      8436741      0      -
      3970.714426817     3         C8        2713028      1913028      0      -
      3970.717197547     3         C8        3259953      2459953      0      -
      3970.720498043     3         C8        3296979      2496979      0      -
      3970.723831990     3         C6         876926       676926      0      -
      3970.841685647     3         C8        1993334      1193334      0      -
      3970.843709704     3         C8        3372234      2572234      0      -
      3970.847119627     3         C8        3301369      2501369      0      -
      3970.850452337     3         C8        3305558      2505558      0      -
      3970.853790678     3         C8        2560757      1760757      0      -
      3971.530722151     3         C8        2770541      1970541      0      -
      3971.533557616     3         C8        3533656      2733656      0      -
      3971.869047178     3         C8        1299611       499611      0      -
      3971.870379542     3         C8        3348542      2548542      0      -
      3971.874214760     3         C8        2874632      2074632      0      -
      3971.988242896     3         C8        2180273      1380273      0      -
      3971.990460175     3         C8        3291928      2491928      0      -
      3971.993791944     3         C8        3291371      2491371      0      -
      3971.997113607     3         C8        2941757      2141757      0      -
      3972.471590072     3         C8        2204910      1404910      0      -
      3972.473835066     3         C8        3300382      2500382      0      -
      3972.477173372     3         C8        3259079      2459079      0      -
      3972.480477186     3         C8        1680229       880229      0      -
      3972.482693360     3         C6         836215       636215      0      -
      3972.483563024     3         C8        3542626      2742626      0      -
      3972.487120245     3         C8        3300407      2500407      0      -
      3972.490459064     3         C8        3293972      2493972      0      -
      3972.493785286     3         C8        3296170      2496170      0      -
      3972.616844822     3         C8        3622208      2822208      0      -
      3972.620513564     3         C8        3294384      2494384      0      -
      3972.623869111     3         C8        3011004      2211004      0      -
      3972.626915099     3         C8        2420166      1620166      0      -
      3972.629857589     3         C3         329945       229945      1      1
      3972.630247525     3         C8        3508755      2708755      0      -
      3972.633787161     3         C8        3306403      2506403      0      -
      3972.637124283     3         C8        3297134      2497134      0      -
      3972.640461115     3         C8        3293203      2493203      0      -
      3972.643784833     3         C8        3040434      2240434      0      -
      3972.758215026     3         C8        2197655      1397655      0      -
      3972.760447464     3         C8        3311007      2511007      0      -
      3972.763774354     3         C8        3303423      2503423      0      -
      3972.767121299     3         C8        1765192       965192      0      -
      3973.054595669     3         C8        2540364      1740364      0      -
      3973.057669116     3         C8        2389692      1589692      0      -
      3973.060101788     3         C8        3288629      2488629      0      -
      3973.063395609     3         C8        1184378       384378      0      -
      3973.357639499     3         C8        2837956      2037956      0      -
      3973.360513211     3         C8        3253437      2453437      0      -
      3973.363814807     3         C8        3325965      2525965      0      -
      3973.367177538     3         C8        3298465      2498465      0      -
      3973.370546795     3         C8        3264889      2464889      0      -
      3973.373861050     3         C8        3280554      2480554      0      -
      3973.377187053     3         C3          59647       -40353      1      0
      3973.377250071     3         C3          55007       -44993      1      0
      3973.489046369     3         C8        1298713       498713      0      -
      3973.490379766     3         C8        3376863      2576863      0      -
      3973.493787097     3         C8        3296697      2496697      0      -
      3973.497120985     3         C8        3302938      2502938      0      -
      3973.500456818     3         C8        1753877       953877      0      -
      3973.628178464     3         C8        2237772      1437772      0      -
      3973.630460719     3         C8        3087037      2287037      0      -
      3973.633578297     3         C8        3565614      2765614      0      -
      3973.748767576     3         C8        1648622       848622      0      -
      3973.750457138     3         C8        3347034      2547034      0      -
      3973.753840208     3         C8        3040648      2240648      0      -
      3973.756921460     3         C8        2744291      1944291      0      -
      3973.760252126     3         C8        3499767      2699767      0      -
      3973.763783386     3         C8        3307963      2507963      0      -
      3973.767136354     3         C6         830367       630367      0      -
      3973.878329863     3         C8        2086509      1286509      0      -
      3973.880451152     3         C8        2896982      2096982      0      -
      3973.883865933     3         C8        3220155      2420155      0      -
      3973.887125486     3         C8        3297056      2497056      0      -
      3973.890453247     3         C8        3305995      2505995      0      -
      3973.893790988     3         C8        3289859      2489859      0      -
      3973.897123606     3         C8        3301461      2501461      0      -
      3973.900457668     3         C6         759624       559624      0      -
