          Time-Start   CPU    C-State      Sleep[ns]    Delta[ns]   Miss  Below
      2425.489726320     2         C3         937937       237937      0      -
      2425.497350046     2         C3        5124333      4424333      0      -
      2425.502496179     2         C3        4666655      3966655      0      -
      2425.507184714     2         C3        2638242      1938242      0      -
      2425.509845056     2         C3        1660795       960795      0      -
      2425.511527800     2         C3        3335940      2635940      0      -
      2425.514921140     2         C3        2481052      1781052      0      -
      2425.517465142     2         C3        4983034      4283034      0      -
      2425.522518445     2         C3        1855334      1155334      0      -
      2425.524433919     2         C3        2925981      2225981      0      -
      2425.527414690     2         C3        3779118      3079118      0      -
      2425.531248698     2         C3        5514802      4814802      0      -
      2425.536817150     2         C3        3091360      2391360      0      -
      2425.539960070     2         C3        1821914      1121914      0      -
      2425.541839884     2         C3        4601655      3901655      0      -
      2425.546495079     2         C3        3761658      3061658      0      -
      2425.550302937     2         C3        1548015       848015      0      -
      2425.551862672     2         C3        5513902      4813902      0      -
      2425.557388174     2         C3        5950151      5250151      0      -
      2425.563349805     2         C3        4917064      4217064      0      -
      2425.568277039     2         C3        5468923      4768923      0      -
      2425.573756882     2         C3        1914804      1214804      0      -
      2425.575681666     2         C3        4432126      3732126      0      -
      2425.580128301     2         C3        5445373      4745373      0      -
      2425.585591204     2         C3        4154757      3454757      0      -
      2425.589763441     2         C3        2878721      2178721      0      -
      2425.592655752     2         C2         649667       613667      0      -
      2425.593315039     2         C3        2652622      1952622      0      -
      2425.595976521     2         C3        3713528      3013528      0      -
      2425.599701139     2         C3        5525492      4825492      0      -
      2425.605236451     2         C3        5854542      5154542      0      -
      2425.611112653     2         C3        2914100      2214100      0      -
      2425.614048043     2         C3        5247343      4547343      0      -
      2425.619310346     2         C3        1613315       913315      0      -
      2425.620939411     2         C3        4904065      4204065      0      -
      2425.625897095     2         C3        3353300      2653300      0      -
      2425.629296275     2         C2         135109        99109      0      -
      2425.629483094     2         C3        4386286      3686286      0      -
      2425.633923910     2         C3        2454162      1754162      0      -
      2425.636427862     2         C3        5223213      4523213      0      -
      2425.641701535     2         C3        4076617      3376617      0      -
      2425.645831332     2         C2          44350         8350      0      -
      2425.645889852     2         C3        3030870      2330870      0      -
      2425.648967472     2         C3        5274773      4574773      0      -
      2425.654297465     2         C3        1525365       825365      0      -
      2425.655868500     2         C3        2004513      1304513      0      -
      2425.657933103     2         C3        5288403      4588403      0      -
      2425.663275166     2         C3        1193856       493856      0      -
      2425.664521842     2         C3        3473599      2773599      0      -
      2425.668050681     2         C3        1495655       795655      0      -
      2425.669599526     2         C3        5871311      5171311      0      -
      2425.675525307     2         C3        4886174      4186174      0      -
      2425.680464551     2         C3        2741181      2041181      0      -
      2425.683240922     2         C2         532949       496949      0      -
      2425.683796681     2         C3        1975403      1275403      0      -
      2425.685787184     2         C3        3106900      2406900      0      -
      2425.688915324     2         C3        5669392      4969392      0      -
      2425.694639266     2         C3         720938        20938      0      -
      2425.695426063     2         C3        3359900      2659900      0      -
      2425.698837493     2         C3        4307096      3607096      0      -
      2425.703197659     2         C3        3351319      2651319      0      -
      2425.706602988     2         C3        5064224      4364224      0      -
      2425.711717871     2         C3        3282840      2582840      0      -
      2425.715052611     2         C3        6065380      5365380      0      -
      2425.721170681     2         C3        3831438      3131438      0      -
      2425.725052249     2         C3        3595318      2895318      0      -
      2425.728716557     2         C3        3120520      2420520      0      -
      2425.731892997     2         C3        3688838      2988838      0      -
      2425.735623205     2         C3        2351193      1651193      0      -
      2425.737998228     2         C3        3503338      2803338      0      -
      2425.741516596     2         C3        1792555      1092555      0      -
      2425.743324921     2         C3        1187056       487056      0      -
      2425.744527857     2         C3        1177856       477856      0      -
      2425.745720573     2         C3        3796268      3096268      0      -
      2425.749538041     2         C3        4062647      3362647      0      -
      2425.753622508     2         C3        2918060      2218060      0      -
      2425.756561658     2         C2         589178       553178      0      -
      2425.757173196     2         C3        4618166      3918166      0      -
      2425.761844921     2         C3        3133060      2433060      0      -
      2425.765003151     2         C3        2168853      1468853      0      -
      2425.767227094     2         C3        5605102      4905102      0      -
      2425.772886656     2         C3        5338873      4638873      0      -
      2425.778292069     2         C3        5653812      4953812      0      -
      2425.784000381     2         C3        5815681      5115681      0      -
      2425.789868482     2         C3        3333529      2633529      0      -
      2425.793255081     2         C3        2411822      1711822      0      -
      2425.795718483     2         C3        4295847      3595847      0      -
      2425.800067389     2         C3        1717145      1017145      0      -
      2425.801831104     2         C3        4938164      4238164      0      -
      2425.806823088     2         C3        5164433      4464433      0      -
      2425.812053141     2         C3        5773252      5073252      0      -
      2425.817880773     2         C3        3796107      3096107      0      -
      2425.821729280     2         C3        6099051      5399051      0      -
      2425.827881941     2         C3        3545248      2845248      0      -
      2425.831478669     2         C3        2754511      2054511      0      -
      2425.834295050     2         C3        4040587      3340587      0      -
      2425.838384777     2         C3        6047991      5347991      0      -
      2425.844486798     2         C3         303809      -396191      1      0
      2425.844815497     2         C3        5235123      4535123      0      -
      2425.850102530     2         C3        4902134      4202134      0      -
      2425.855052354     2         C2         544248       508248      0      -
      2425.855650172     2         C3        3742708      3042708      0      -
      2425.859445780     2         C3        2985870      2285870      0      -
      2425.862485290     2         C3        3844758      3144758      0      -
      2425.866386848     2         C3        5507632      4807632      0      -
      2425.871946210     2         C3        1510075       810075      0      -
      2425.873517445     2         C3        4665325      3965325      0      -
      2425.878241650     2         C3         745468        45468      0      -
      2425.879040577     2         C3        1374836       674836      0      -
      2425.880475853     2         C3        5073214      4373214      0      -
      2425.885601026     2         C3        2275393      1575393      0      -
      2425.887936259     2         C3        4961524      4261524      0      -
      2425.892950893     2         C2         651888       615888      0      -
      2425.893655061     2         C3         928667       228667      0      -
      2425.894636308     2         C3        4251736      3551736      0      -
      2425.898940664     2         C2         321149       285149      0      -
      2425.899319113     2         C3        3506988      2806988      0      -
      2425.902879071     2         C3        5510233      4810233      0      -
      2425.908440764     2         C3        3238459      2538459      0      -
      2425.911736753     2         C3        4145457      3445457      0      -
      2425.915934640     2         C2         211639       175639      0      -
      2425.916205539     2         C3        3872727      3172727      0      -
      2425.920130406     2         C3        3705298      3005298      0      -
      2425.923889104     2         C3        3522439      2822439      0      -
      2425.927466643     2         C3        2410232      1710232      0      -
      2425.929929195     2         C3        2288593      1588593      0      -
      2425.932272997     2         C3        6048731      5348731      0      -
      2425.938371178     2         C2         273009       237009      0      -
      2425.938700567     2         C2         180349       144349      0      -
      2425.938933946     2         C3        5913461      5213461      0      -
      2425.944908847     2         C3        1151766       451766      0      -
      2425.946112853     2         C3         793938        93938      0      -
      2425.946959721     2         C3        1329515       629515      0      -
      2425.948335866     2         C3        4873725      4173725      0      -
      2425.953264460     2         C3        5899982      5199982      0      -
      2425.959216091     2         C2         187810       151810      0      -
      2425.959463411     2         C3        2619501      1919501      0      -
      2425.962135922     2         C2         657678       621678      0      -
      2425.962845730     2         C3        1611225       911225      0      -
      2425.964516645     2         C3        1387165       687165      0      -
      2425.965950080     2         C3        3948577      3248577      0      -
      2425.969951757     2         C3        2168463      1468463      0      -
      2425.972174480     2         C3        1130416       430416      0      -
      2425.973357966     2         C3        3091060      2391060      0      -
      2425.976501456     2         C2         286969       250969      0      -
      2425.976847255     2         C2         654238       618238      0      -
      2425.977554723     2         C3        6210320      5510320      0      -
      2425.983824263     2         C3        1254726       554726      0      -
      2425.985125269     2         C3        2202193      1502193      0      -
      2425.987385492     2         C3        4780374      4080374      0      -
      2425.992218736     2         C3        5096524      4396524      0      -
      2425.997372570     2         C3        5785631      5085631      0      -
      2426.003211711     2         C3        1064887       364887      0      -
      2426.004330377     2         C3        4104857      3404857      0      -
      2426.008489704     2         C3        5864711      5164711      0      -
      2426.014408315     2         C3         382139      -317861      1      0
      2426.014846304     2         C3        4336496      3636496      0      -
      2426.019236030     2         C3        5141363      4441363      0      -
      2426.024431893     2         C3        2119864      1419864      0      -
      2426.026606096     2         C3        1511406       811406      0      -
      2426.028163011     2         C3        3650759      2950759      0      -
      2426.031867430     2         C3        3010840      2310840      0      -
      2426.034932570     2         C3        1097796       397796      0      -
      2426.036083896     2         C3        2896001      2196001      0      -
      2426.039032467     2         C3        2837951      2137951      0      -
      2426.041917977     2         C3        3484539      2784539      0      -
      2426.045458166     2         C3        3115620      2415620      0      -
      2426.048630956     2         C3        1914054      1214054      0      -
      2426.050605260     2         C3        2206163      1506163      0      -
      2426.052864563     2         C3        5306143      4606143      0      -
      2426.058222115     2         C3        1555165       855165      0      -
      2426.059830730     2         C3        3428509      2728509      0      -
      2426.063312369     2         C2         124180        88180      0      -
      2426.063496389     2         C3        4725924      4025924      0      -
      2426.068273293     2         C3        2065494      1365494      0      -
      2426.070393497     2         C2         323699       287699      0      -
      2426.070775085     2         C3        1748415      1048415      0      -
      2426.072575040     2         C3        1490065       790065      0      -
      2426.074118225     2         C3        5786711      5086711      0      -
      2426.079957616     2         C3        2180303      1480303      0      -
      2426.082197489     2         C3        1769414      1069414      0      -
      2426.084019533     2         C3        2221923      1521923      0      -
      2426.086293706     2         C3        5965971      5265971      0      -
      2426.092313287     2         C3        3868387      3168387      0      -
      2426.096234764     2         C3        3781278      3081278      0      -
      2426.100054472     2         C3        4351216      3651216      0      -
      2426.104427468     2         C3        2387952      1687952      0      -
      2426.106837150     2         C3        2542042      1842042      0      -
      2426.109394432     2         C3        4023027      3323027      0      -
      2426.113438689     2         C2          53290        17290      0      -
      2426.113505629     2         C3        1204056       504056      0      -
      2426.114725365     2         C3        2130833      1430833      0      -
      2426.116877858     2         C3        1491565       791565      0      -
      2426.118384293     2         C3        3886898      3186898      0      -
      2426.122292931     2         C3        2679941      1979941      0      -
      2426.125029622     2         C3        5316583      4616583      0      -
      2426.130397975     2         C3        3476169      2776169      0      -
      2426.133927974     2         C3        2553742      1853742      0      -
      2426.136547055     2         C3        2464623      1764623      0      -
      2426.139061267     2         C3        4273567      3573567      0      -
      2426.143387194     2         C3        2571261      1871261      0      -
      2426.146008075     2         C3        4036527      3336527      0      -
      2426.150092712     2         C2         329669       293669      0      -
      2426.150470621     2         C3        2736801      2036801      0      -
      2426.153256652     2         C3        1617405       917405      0      -
      2426.154916807     2         C3         998257       298257      0      -
      2426.155965063     2         C3        3229160      2529160      0      -
      2426.159243413     2         C3        2991050      2291050      0      -
      2426.162284413     2         C3        3436489      2736489      0      -
      2426.165775062     2         C3        4596985      3896985      0      -
      2426.170425677     2         C3        5369183      4669183      0      -
      2426.175850050     2         C3        3030730      2330730      0      -
      2426.178932820     2         C3        1923554      1223554      0      -
      2426.180917284     2         C3        2866981      2166981      0      -
      2426.183838404     2         C3        4918125      4218125      0      -
      2426.188810349     2         C3        5316533      4616533      0      -
      2426.194181291     2         C3        4936135      4236135      0      -
      2426.199164526     2         C3        1188046       488046      0      -
      2426.200407662     2         C3        6064340      5364340      0      -
      2426.206526932     2         C3        3864778      3164778      0      -
      2426.210444330     2         C2         551408       515408      0      -
      2426.211057088     2         C3        4419895      3719895      0      -
      2426.215532243     2         C3        5970691      5270691      0      -
      2426.221556374     2         C3        2460272      1760272      0      -
      2426.224077756     2         C3        4265676      3565676      0      -
      2426.228394992     2         C3        1946634      1246634      0      -
      2426.230399246     2         C3        1344976       644976      0      -
      2426.231791371     2         C3        4374506      3674506      0      -
      2426.236217857     2         C2          53120        17120      0      -
      2426.236285867     2         C3        5342013      4642013      0      -
      2426.241688950     2         C3        3315589      2615589      0      -
      2426.245054349     2         C2         636758       600758      0      -
      2426.245742797     2         C3         763027        63027      0      -
      2426.246558874     2         C3        4364116      3664116      0      -
      2426.250978090     2         C3        5299223      4599223      0      -
