          Time-Start   CPU    C-State      Sleep[ns]    Delta[ns]   Miss  Below
       812.264183613     3         C1         466408       464408      1      1
       812.264655921     3         C3         256029      -443971      1      0
       812.271589970     3         C3        5117497      4417497      0      -
       812.276729457     3         C3        4762808      4062808      0      -
       812.281514515     3         C3        2571049      1871049      0      -
       812.284101694     3         C3        1605363       905363      0      -
       812.285722407     3         C3        3121986      2421986      0      -
       812.288866592     3         C3        2453650      1753650      0      -
       812.291341481     3         C3        4751779      4051779      0      -
       812.296109080     3         C3        1872352      1172352      0      -
       812.298004962     3         C3        2909487      2209487      0      -
       812.300937659     3         C3        3544824      2844824      0      -
       812.304498683     3         C3        5502335      4802335      0      -
       812.310023048     3         C3        3077796      2377796      0      -
       812.313115894     3         C3        1745072      1045072      0      -
       812.314883026     3         C3        4583830      3883830      0      -
       812.319482086     3         C3        3764393      3064393      0      -
       812.323268339     3         C3        1547603       847603      0      -
       812.324829912     3         C3        5510755      4810755      0      -
       812.330355707     3         C3        5949804      5249804      0      -
       812.336327000     3         C3        4913108      4213108      0      -
       812.341262098     3         C3        5458346      4758346      0      -
       812.346732814     3         C3        1914111      1214111      0      -
       812.348662165     3         C3        4432291      3732291      0      -
       812.353116055     3         C3        5581625      4881625      0      -
       812.358719670     3         C3        4193182      3493182      0      -
       812.362957841     3         C3        2885468      2185468      0      -
       812.365864758     3         C2         654438       618438      0      -
       812.366541735     3         C3        2656309      1956309      0      -
       812.369219533     3         C3        3716544      3016544      0      -
       812.372957707     3         C3        5528865      4828865      0      -
       812.378508112     3         C3        5851264      5151264      0      -
       812.384381326     3         C3        2906037      2206037      0      -
       812.387298293     3         C3        5239786      4539786      0      -
       812.392547289     3         C3        1611223       911223      0      -
       812.394168592     3         C3        4877798      4177798      0      -
       812.399063460     3         C3        3344535      2644535      0      -
       812.402429335     3         C2         134179        98179      0      -
       812.402585854     3         C3        4370271      3670271      0      -
       812.406978115     3         C3        2442329      1742329      0      -
       812.409435644     3         C3        5000927      4300927      0      -
       812.414451631     3         C3        4062892      3362892      0      -
