          Time-Start   CPU    C-State      Sleep[ns]    Delta[ns]   Miss  Below
       562.612204466     3         C1         134870       132870      1      1
       562.612347276     3         C3         889536       189536      0      -
       562.619682593     3         C3        5124047      4424047      0      -
       562.624828580     3         C3        4607749      3907749      0      -
       562.629458519     3         C3        2637098      1937098      0      -
       562.632117357     3         C3        1608963       908963      0      -
       562.633741710     3         C3        3126796      2426796      0      -
       562.636890206     3         C3        2486419      1786419      0      -
       562.639398395     3         C3        4987197      4287197      0      -
       562.644455002     3         C3        1870292      1170292      0      -
       562.646379843     3         C3        3066137      2366137      0      -
       562.649498220     3         C3        3568474      2868474      0      -
       562.653121953     3         C3        5511466      4811466      0      -
       562.658688038     3         C3        3094387      2394387      0      -
       562.661836614     3         C3        1751773      1051773      0      -
       562.663635506     3         C3        4871129      4171129      0      -
       562.668560874     3         C3        3765544      3065544      0      -
       562.672366717     3         C3        1549113       849113      0      -
       562.673932090     3         C3        5534376      4834376      0      -
       562.679521355     3         C3        6173553      5473553      0      -
       562.685747908     3         C3        4925618      4225618      0      -
       562.690726885     3         C3        5480666      4780666      0      -
       562.696262411     3         C3        1909801      1209801      0      -
       562.698232602     3         C3        4446520      3746520      0      -
       562.702743332     3         C3        5446135      4746135      0      -
       562.708243547     3         C3        4343941      3643941      0      -
       562.712639207     3         C3        3097537      2397537      0      -
       562.715792693     3         C2         654427       618427      0      -
       562.716500220     3         C3        2717398      2017398      0      -
       562.719257778     3         C3        3872743      3172743      0      -
       562.723154250     3         C3        5528556      4828556      0      -
       562.728706566     3         C3        5848704      5148704      0      -
       562.734573129     3         C3        2913887      2213887      0      -
       562.737504606     3         C3        5245017      4545017      0      -
       562.742771793     3         C3        1611293       911293      0      -
       562.744399246     3         C3        4884268      4184268      0      -
       562.749305634     3         C3        3343795      2643795      0      -
       562.752671229     3         C2         134689        98689      0      -
       562.752828858     3         C3        4368180      3668180      0      -
       562.757212208     3         C3        2447379      1747379      0      -
       562.759681497     3         C3        5005788      4305788      0      -
       562.764708745     3         C3        4294921      3594921      0      -
       562.769056655     3         C2          46810        10810      0      -
