          Time-Start   CPU    C-State      Sleep[ns]    Delta[ns]   Miss  Below
      4118.729603005     2        C10        1141688     -3858312      1      0
      4118.735880763     2        C10        3161148     -1838852      1      0
      4118.739092382     2        C10        2827517     -2172483      1      0
      4118.742234693     2        C10        1722434     -3277566      1      0
      4118.744318544     2        C10          31880     -4968120      1      0
      4118.744401403     2        C10         449197     -4550803      1      0
      4118.745152397     2        C10        2618333     -2381667      1      0
      4118.748019146     2        C10        2680771     -2319229      1      0
      4118.750729712     2        C10        1949349     -3050651      1      0
      4118.752796771     2        C10           3867     -4996133      1      0
      4118.752980091     2        C10           3803     -4996197      1      0
      4118.753105271     2        C10         666402     -4333598      1      0
      4118.753810668     2        C10        3137481     -1862519      1      0
      4118.757008856     2        C10        2561644     -2438356      1      0
      4118.759951782     2        C10       29587640     24587640      0      -
      4118.789773318     2        C10          37279     -4962721      1      0
      4118.789826756     2        C10           4877     -4995123      1      0
      4118.789843687     2        C10           8545     -4991455      1      0
      4118.789861083     2        C10           4568     -4995432      1      0
      4118.789881814     2        C10           4581     -4995419      1      0
      4118.789895056     2        C10           2178     -4997822      1      0
      4118.789909923     2        C10          10491     -4989509      1      0
      4118.789931954     2        C10           4468     -4995532      1      0
      4118.790301311     2       POLL          29129        29129      1      1
      4118.790332455     2       POLL          28894        28894      1      1
      4118.790362865     2       POLL          28897        28897      1      1
      4118.790393215     2       POLL          28895        28895      1      1
      4118.790423571     2       POLL          28903        28903      1      1
      4118.790454044     2       POLL          28893        28893      1      1
      4118.790484479     2       POLL          28877        28877      1      1
      4118.790514860     2       POLL          28896        28896      1      1
      4118.790547044     2        C10       14202061      9202061      0      -
      4118.854670839     2        C10          29729     -4970271      1      0
      4118.854713235     2        C10         184238     -4815762      1      0
      4118.854922063     2        C10         271770     -4728230      1      0
      4118.855219962     2        C10       13017489      8017489      0      -
      4118.868332754     2        C10         624057     -4375943      1      0
      4118.869076525     2        C10          25066     -4974934      1      0
      4118.869196953     2        C10       15790078     10790078      0      -
      4118.885177843     2        C10         135839     -4864161      1      0
      4118.885561833     2        C10       26555438     21555438      0      -
      4118.912356303     2        C10       13402949      8402949      0      -
      4118.926033619     2        C10       19405036     14405036      0      -
      4118.946344942     2        C10       12418907      7418907      0      -
      4119.009518555     2        C10         123778     -4876222      1      0
      4119.009686219     2        C10         240950     -4759050      1      0
      4119.009951744     2        C10       13397342      8397342      0      -
      4119.023382514     2        C10         256551     -4743449      1      0
      4119.023696067     2        C10         798609     -4201391      1      0
      4119.024623884     2        C10           9784     -4990216      1      0
      4119.024822466     2        C10       15375981     10375981      0      -
      4119.040308374     2        C10          75517     -4924483      1      0
      4119.040443577     2        C10       14602504      9602504      0      -
      4119.055137001     2        C10       13615184      8615184      0      -
      4119.068963333     2        C10       13390857      8390857      0      -
      4119.082713682     2        C10       13434784      8434784      0      -
      4119.096636848     2        C10       13627277      8627277      0      -
      4119.110874192     2        C10       12728470      7728470      0      -
      4119.175074148     2        C10         202339     -4797661      1      0
      4119.175327109     2        C10         203953     -4796047      1      0
      4119.175555632     2        C10       14135200      9135200      0      -
      4119.189706266     2        C10         453259     -4546741      1      0
      4119.190176753     2        C10           4208     -4995792      1      0
      4119.190207059     2        C10           4000     -4996000      1      0
      4119.190227671     2        C10           3913     -4996087      1      0
      4119.190341427     2        C10       15951997     10951997      0      -
      4119.206420489     2        C10          77233     -4922767      1      0
      4119.206560348     2        C10       27132440     22132440      0      -
      4119.233887590     2        C10       13035996      8035996      0      -
      4119.247292791     2        C10       13860952      8860952      0      -
      4119.261530073     2        C10          24389     -4975611      1      0
      4119.262016478     2        C10         587206     -4412794      1      0
      4119.312784256     2        C10         119028     -4880972      1      0
      4119.312943134     2        C10          60989     -4939011      1      0
      4119.313034306     2        C10         207932     -4792068      1      0
      4119.313267794     2        C10          58610     -4941390      1      0
      4119.313342877     2        C10       13482300      8482300      0      -
      4119.326906438     2        C10       16036350     11036350      0      -
      4119.343132473     2        C10       27340965     22340965      0      -
      4119.370706077     2        C10          83550     -4916450      1      0
      4119.371293206     2        C10       13382012      8382012      0      -
      4119.435886795     2        C10         112084     -4887916      1      0
      4119.436053178     2        C10         170979     -4829021      1      0
      4119.436249174     2        C10       13643142      8643142      0      -
      4119.450015395     2        C10       15856492     10856492      0      -
      4119.466002293     2        C10         123459     -4876541      1      0
      4119.466150483     2        C10       14937627      9937627      0      -
      4119.481139976     2        C10       14648015      9648015      0      -
      4119.496428491     2        C10          62434     -4937566      1      0
      4119.496514658     2        C10       14906769      9906769      0      -
      4119.511853844     2        C10       13321567      8321567      0      -
      4119.526020460     2        C10        3952118     -1047882      1      0
      4119.530015210     2        C10        8838134      3838134      0      -
      4119.588155482     2        C10          26754     -4973246      1      0
      4119.588204031     2        C10         190661     -4809339      1      0
      4119.588419955     2        C10       13927996      8927996      0      -
      4119.602410687     2        C10         223028     -4776972      1      0
      4119.602684626     2        C10           4106     -4995894      1      0
      4119.602722308     2        C10           6466     -4993534      1      0
      4119.602786872     2        C10          68721     -4931279      1      0
      4119.602920175     2        C10       14098849      9098849      0      -
      4119.617190617     2        C10       15178849     10178849      0      -
      4119.632543869     2        C10         153908     -4846092      1      0
      4119.633008970     2        C10       13407889      8407889      0      -
      4119.693603005     2        C10          10814     -4989186      1      0
      4119.693636252     2        C10         336545     -4663455      1      0
      4119.694014029     2        C10        7382782      2382782      0      -
      4119.701603895     2        C10       13477662      8477662      0      -
      4119.715531719     2        C10       27438613     22438613      0      -
      4119.743393444     2        C10          79532     -4920468      1      0
      4119.744091299     2        C10       12846637      7846637      0      -
      4119.806725850     2        C10           6622     -4993378      1      0
      4119.806832818     2        C10       26920337     21920337      0      -
      4119.833876185     2        C10         173231     -4826769      1      0
      4119.834111191     2        C10        2001242     -2998758      1      0
      4119.836171245     2        C10       13872537      8872537      0      -
      4119.850291586     2        C10       20671916     15671916      0      -
      4119.871413327     2        C10          26992     -4973008      1      0
      4119.872153019     2        C10        6363575      1363575      0      -
      4119.930058659     2        C10          80002     -4919998      1      0
      4119.930201288     2        C10       13263598      8263598      0      -
      4119.943479883     2        C10          17999     -4982001      1      0
      4119.943586649     2        C10       13591056      8591056      0      -
      4119.957437265     2        C10         174633     -4825367      1      0
      4119.957678910     2        C10        1501245     -3498755      1      0
      4119.959251039     2        C10          14615     -4985385      1      0
      4119.959334139     2        C10       13113022      8113022      0      -
      4119.972933008     2        C10        6765718      1765718      0      -
      4119.980164058     2        C10         169433     -4830567      1      0
      4119.980380643     2        C10          77191     -4922809      1      0
      4119.980505293     2        C10         827542     -4172458      1      0
      4119.981905403     2        C10         282517     -4717483      1      0
      4119.993439433     2        C10         202075     -4797925      1      0
      4119.994228643     2        C10         112860     -4887140      1      0
      4119.994996455     2        C10         164860     -4835140      1      0
      4119.995791132     2        C10         263137     -4736863      1      0
      4120.035317721     2        C10         162950     -4837050      1      0
      4120.035538765     2        C10         266025     -4733975      1      0
      4120.035834386     2        C10         815527     -4184473      1      0
      4120.036663879     2        C10        5837983       837983      0      -
      4120.042559430     2        C10         600570     -4399430      1      0
      4120.043225428     2        C10           4897     -4995103      1      0
      4120.043358418     2        C10        5487919       487919      0      -
      4120.049016669     2        C10        2419360     -2580640      1      0
      4120.051583188     2        C10          74157     -4925843      1      0
      4120.051671809     2        C10           8355     -4991645      1      0
      4120.051909540     2        C10        1157367     -3842633      1      0
      4120.062295613     2        C10           9028     -4990972      1      0
      4120.081546123     2        C10          88161     -4911839      1      0
      4120.081688436     2        C10         135995     -4864005      1      0
      4120.081840460     2        C10         821941     -4178059      1      0
      4120.082677962     2        C10         167450     -4832550      1      0
