          Time-Start   CPU    C-State      Sleep[ns]    Delta[ns]   Miss  Below
      4462.183617121     2        C10        1087194     -3912806      1      0
      4462.189833967     2        C10        3041840     -1958160      1      0
      4462.192909686     2        C10        2944822     -2055178      1      0
      4462.196037344     2        C10        2737605     -2262395      1      0
      4462.199018842     2        C10         275925     -4724075      1      0
      4462.199676739     2        C10        2041191     -2958809      1      0
      4462.201973744     2        C10        1157805     -3842195      1      0
      4462.203247176     2        C10        1453031     -3546969      1      0
      4462.204742593     2        C10        2831204     -2168796      1      0
      4462.207614649     2        C10        1645219     -3354781      1      0
      4462.209941053     2        C10          14483     -4985517      1      0
      4462.210294980     2        C10           6918     -4993082      1      0
      4462.210447644     2        C10          70719     -4929281      1      0
      4462.210600058     2        C10        2759993     -2240007      1      0
      4462.213390363     2        C10          79205     -4920795      1      0
      4462.213569401     2        C10       22810824     17810824      0      -
      4462.236606662     2        C10          20492     -4979508      1      0
      4462.236661782     2        C10           5047     -4994953      1      0
      4462.236679761     2        C10           4535     -4995465      1      0
      4462.236693727     2        C10          59543     -4940457      1      0
      4462.237141204     2       POLL          29446        29446      1      1
      4462.237174555     2        C10       15621953     10621953      0      -
      4462.302760731     2        C10          12054     -4987946      1      0
      4462.302872000     2        C10       25500835     20500835      0      -
      4462.328494788     2        C10         215046     -4784954      1      0
      4462.328746784     2        C10       13421230      8421230      0      -
      4462.342194155     2        C10         793579     -4206421      1      0
      4462.343036845     2        C10          64264     -4935736      1      0
      4462.343104167     2        C10       15930472     10930472      0      -
      4462.359353997     2        C10       14866102      9866102      0      -
      4462.375285461     2        C10       13018447      8018447      0      -
      4462.440197262     2        C10         318408     -4681592      1      0
      4462.440547022     2        C10         335714     -4664286      1      0
      4462.440933420     2        C10       13753277      8753277      0      -
      4462.454707710     2        C10         588644     -4411356      1      0
      4462.455468501     2        C10           7908     -4992092      1      0
      4462.455639571     2        C10          54126     -4945874      1      0
      4462.455696327     2        C10          64096     -4935904      1      0
      4462.455761972     2        C10       15237155     10237155      0      -
      4462.471238622     2        C10          71200     -4928800      1      0
      4462.471413187     2        C10       26582697     21582697      0      -
      4462.498341387     2        C10         134327     -4865673      1      0
      4462.499145684     2        C10       12605307      7605307      0      -
      4462.558998751     2        C10           4529     -4995471      1      0
      4462.559102671     2        C10       26950934     21950934      0      -
      4462.586275022     2        C10         236617     -4763383      1      0
      4462.586577413     2        C10       13329415      8329415      0      -
      4462.600033903     2        C10       14644162      9644162      0      -
      4462.615177141     2        C10       14685144      9685144      0      -
      4462.630330072     2        C10         144733     -4855267      1      0
      4462.631101982     2        C10       12549726      7549726      0      -
      4462.691245222     2        C10           4137     -4995863      1      0
      4462.691275058     2        C10          94889     -4905111      1      0
