          Time-Start   CPU    C-State      Sleep[ns]    Delta[ns]   Miss  Below
      2787.243588553     3        C10        1134745     -3865255      1      0
      2787.260114514     3         C6         600128       400128      0      -
      2787.260748270     3         C8        3568253      2768253      0      -
      2787.264355918     3         C6        1003030       803030      1      1
      2787.265429632     3         C8        2220068      1420068      0      -
      2787.267722724     3         C8        2712871      1912871      0      -
      2787.270516630     3        C1E          48736        28736      0      -
      2787.270578202     3         C8        2914944      2114944      0      -
      2787.273577038     3         C6         476392       276392      0      -
      2787.274082499     3         C8        1448096       648096      0      -
      2787.275613423     3         C8        2033320      1233320      0      -
      2787.277704809     3         C8        1373497       573497      0      -
      2787.279161710     3         C8        1643957       843957      0      -
      2787.280843916     3         C6         918843       718843      1      1
      2787.281839780     3         C8        2458528      1658528      0      -
      2787.284337940     3         C8        2642391      1842391      0      -
      2787.287082362     3         C3          53174       -46826      1      0
      2787.287139570     3         C3          67650       -32350      1      0
      2787.287209455     3         C3          31029       -68971      1      0
      2787.287248064     3         C8        2067830      1267830      0      -
      2787.289402917     3         C8        1509275       709275      0      -
      2787.290950913     3         C8        1709888       909888      0      -
      2787.292760855     3         C8        1460944       660944      0      -
      2787.294262634     3         C8        2391440      1591440      0      -
      2787.296742924     3         C6         600408       400408      0      -
      2787.297375221     3         C8        3559571      2759571      0      -
      2787.300978208     3         C8        1577872       777872      0      -
      2787.302656668     3         C8        1565518       765518      0      -
      2787.304266739     3         C8        1775715       975715      0      -
      2787.306144496     3         C8        1390912       590912      0      -
      2787.307578712     3         C6         371135       171135      0      -
      2787.308055872     3         C8        2870461      2070461      0      -
      2787.310955938     3         C8        2006805      1206805      0      -
      2787.313080121     3         C8        1098477       298477      0      -
      2787.314209375     3         C8        2962617      2162617      0      -
      2787.317292987     3         C8        1781720       981720      0      -
      2787.319179081     3         C8        1730585       930585      0      -
      2787.320940860     3         C8        3315064      2515064      0      -
      2787.324290030     3         C6         445415       245415      0      -
      2787.324851489     3        C10        6262725      1262725      0      -
      2787.331244814     3         C8        2996248      2196248      0      -
      2787.334293092     3         C8        2194594      1394594      0      -
      2787.336612716     3        C10        5722276       722276      0      -
      2787.342569609     3         C8        1539888       739888      0      -
      2787.344153707     3         C6         369727       169727      0      -
      2787.344648371     3         C8        2931388      2131388      0      -
      2787.347632274     3         C8        1737301       937301      0      -
      2787.349502744     3        C10        5770659       770659      0      -
      2787.355395010     3         C8        2177339      1377339      0      -
      2787.357624166     3         C8        2236114      1436114      0      -
      2787.359993309     3         C6         646528       446528      0      -
      2787.360679910     3         C8        2506802      1706802      0      -
      2787.363319605     3         C6         673719       473719      0      -
      2787.364082367     3         C8        2968107      2168107      0      -
      2787.367182254     3        C1E          50636        30636      0      -
      2787.367250875     3         C8        3671935      2871935      0      -
      2787.371048741     3        C10        5832792       832792      0      -
      2787.377023203     3        C10        6157447      1157447      0      -
      2787.383321185     3         C6         655779       455779      0      -
      2787.384016178     3         C8        2531935      1731935      0      -
      2787.386680754     3         C6         625609       425609      0      -
      2787.387349032     3         C8        3575343      2775343      0      -
      2787.390958356     3         C8        1223209       423209      0      -
      2787.392296008     3         C8        1921087      1121087      0      -
      2787.394355701     3         C8        3219711      2419711      0      -
      2787.397627816     3         C8        1916570      1116570      0      -
      2787.399676439     3         C8        1178184       378184      0      -
      2787.400888065     3         C8        2441727      1641727      0      -
      2787.403476306     3        C1E          88370        68370      0      -
      2787.403606536     3         C6         393107       193107      0      -
      2787.404021621     3         C8        3556030      2756030      0      -
      2787.407629944     3         C6         418072       218072      0      -
      2787.408173229     3         C8        2734911      1934911      0      -
      2787.411049381     3         C8        3191826      2391826      0      -
      2787.414295013     3         C8        2059212      1259212      0      -
      2787.416488878     3         C6         820355       620355      0      -
      2787.417349003     3         C8        3428699      2628699      0      -
      2787.420900871     3        C1E          24867         4867      0      -
      2787.420968118     3         C8        3273516      2473516      0      -
      2787.424384445     3         C8        3193076      2393076      0      -
      2787.427629142     3         C8        2339461      1539461      0      -
      2787.430083622     3         C6         560470       360470      0      -
      2787.430683762     3         C8        1148708       348708      0      -
      2787.431967613     3         C8        2235292      1435292      0      -
      2787.434356166     3         C8        3219678      2419678      0      -
      2787.437628381     3         C8        2298782      1498782      0      -
      2787.440060026     3         C6         582623       382623      0      -
      2787.440684405     3         C6         627717       427717      0      -
      2787.441410695     3         C8        2845497      2045497      0      -
      2787.444289998     3         C6         641293       441293      0      -
      2787.445045217     3         C8        1780768       980768      0      -
      2787.446960973     3        C10        6160841      1160841      0      -
      2787.453258532     3         C6         717532       517532      0      -
      2787.454015506     3         C8        3560500      2760500      0      -
      2787.457629157     3         C6         544893       344893      0      -
      2787.458298247     3         C8        2612541      1812541      0      -
      2787.460962649     3        C1E          42372        22372      0      -
      2787.461103687     3         C6         576972       376972      0      -
      2787.461775373     3         C8        2288036      1488036      0      -
      2787.464203334     3         C8        3372308      2572308      0      -
      2787.467732832     3        C10        5941465       941465      0      -
      2787.473812870     3        C1E          86503        66503      0      -
      2787.473914405     3         C6         648242       448242      0      -
      2787.474658980     3         C8        2916176      2116176      0      -
      2787.477626762     3         C6         437082       237082      0      -
      2787.478186749     3         C8        2725016      1925016      0      -
      2787.480963546     3         C8        1522337       722337      0      -
      2787.482592587     3         C8        1357744       557744      0      -
      2787.483970906     3         C8        1973070      1173070      0      -
      2787.486014048     3         C8        1264734       464734      0      -
      2787.487299534     3         C8        3317123      2517123      0      -
      2787.490636599     3         C6         337020       137020      0      -
      2787.491042563     3         C8        3181698      2381698      0      -
      2787.494254927     3        C1E          56122        36122      0      -
      2787.494401998     3        C10        6168819      1168819      0      -
      2787.500705485     3         C8        3249351      2449351      0      -
      2787.504028589     3         C6         370379       170379      0      -
      2787.504498714     3         C8        2784680      1984680      0      -
      2787.507310766     3         C6         781250       581250      0      -
      2787.508179659     3         C8        2393482      1593482      0      -
      2787.510593091     3         C6         157612       -42388      1      0
      2787.510760438     3         C6          54425      -145575      1      0
      2787.510821587     3         C6          54648      -145352      1      0
      2787.510948874     3         C8        3000415      2200415      0      -
      2787.513973886     3         C6         630013       430013      0      -
      2787.514672585     3         C8        2381957      1581957      0      -
      2787.517123077     3         C3          48462       -51538      1      0
      2787.517180869     3         C3          51294       -48706      1      0
      2787.517246003     3         C8        3365920      2565920      0      -
      2787.520693689     3         C8        1815516      1015516      0      -
      2787.522577950     3         C8        1211210       411210      0      -
      2787.523856826     3        C1E          42364        22364      0      -
      2787.523910110     3         C8        1154041       354041      0      -
      2787.525156919     3         C8        1962715      1162715      0      -
      2787.527126967     3         C8          52342      -747658      1      0
      2787.527185519     3         C8          49641      -750359      1      0
      2787.527249631     3         C8        1659504       859504      0      -
      2787.528982309     3         C8        1646456       846456      0      -
      2787.530665381     3         C8        2368964      1568964      0      -
      2787.533120329     3         C6         860687       660687      0      -
      2787.534018615     3         C8        2037174      1237174      0      -
      2787.536145899     3         C6         628609       428609      0      -
      2787.536858851     3         C6         457565       257565      0      -
      2787.537352277     3         C8        3575869      2775869      0      -
      2787.540960074     3         C6         547515       347515      0      -
      2787.541621577     3         C8        2635051      1835051      0      -
      2787.544283023     3         C8        2816326      2016326      0      -
      2787.547202453     3        C1E          30147        10147      0      -
      2787.547246421     3         C8        3653908      2853908      0      -
      2787.550931374     3         C8        2193524      1393524      0      -
      2787.553230658     3         C6         743407       543407      0      -
